"Ex1","Ex2","Ex3","Ex4"
2058,29493,1698,27483
2083,12427,1793,33323
1784,40937,1814,26656
1797,12546,2462,28296
1793,12461,2187,36769
1782,12368,2161,30280
1804,11952,1561,7665
1592,24923,1964,16972
1635,11829,1786,24499
1854,11033,1658,27913
1645,14584,1913,7638
1838,11458,2401,22441
1795,13939,1687,7780
1697,11711,2097,19926
1962,22978,1570,23638
1789,12366,1643,23396
1867,12285,1789,6914
2403,12456,1849,7248
1697,11659,1673,30561
1771,33585,2004,19948
2157,11123,1976,7391
2270,15540,2002,8196
1688,41301,1871,20783
1895,32060,1455,24391
1870,11839,1899,24027
1644,12433,1902,37312
2199,12207,2041,33030
1954,12325,2269,7793
1591,11749,1834,25657
1622,39082,1729,7491
1768,39789,1663,28586
2064,31069,1685,18322
2210,11866,2758,27058
1697,10518,1841,24720
1818,13839,1890,27663
1777,12149,1926,30773
2323,11975,1871,25525
1718,11541,1913,20459
1868,12167,1501,16252
1467,33837,1945,21455
1875,11388,2078,22263
2195,12088,2336,30655
1662,13214,1915,19907
2120,40566,1907,7116
1689,12230,2659,25428
1718,12352,1719,19070
1952,13202,1918,23407
1681,12618,1758,32621
2465,12346,1847,32838
1796,12290,1818,6945
1929,12377,1900,28557
1990,11626,2049,6969
1848,10494,1959,22118
2131,11827,1964,7787
1790,11586,1840,7450
1890,11199,1960,25933
1630,11748,1987,7733
1830,40889,1701,7473
1813,20263,1538,28060
2085,11648,3046,26800
1737,12239,1870,22608
1632,12374,1911,25831
1672,39721,1843,24435
1700,41285,1928,25630
1857,12198,1723,26003
2439,10741,2278,22344
1742,11903,1859,27825
1826,12256,1738,22989
1795,12624,2278,12613
1968,12217,2311,25420
2185,11308,1829,28028
1925,12045,2057,27006
1899,11875,1805,7607
1853,12084,1803,33730
1555,33817,1722,6995
1810,12754,1970,25005
1922,12117,2028,22821
1732,12394,1636,7681
2358,11769,1831,23241
1587,12754,2116,7924
1871,11414,2043,24796
1878,12729,2088,7286
1872,35749,2005,25171
2444,11844,1798,7265
1881,36611,1879,7258
1911,38815,1884,13502
1725,42288,2269,6879
1929,11817,1986,26537
1590,11588,1750,28210
2067,14986,1951,7551
1819,39576,1808,21017
1890,12349,1932,21070
1884,11629,1750,26922
1793,11427,2129,22234
1644,10771,1865,21457
2307,12276,2009,22401
2415,12223,1778,24489
1980,11911,1828,38419
1815,11757,1844,29702
1740,14827,1972,7999
1602,11692,1577,25261
2020,12031,2332,29284
1753,12333,1953,36621
1831,12047,1761,28003
1766,11720,1796,24780
1561,17772,2003,25674
1862,42110,1769,25374
1745,29747,1720,18146
1864,11800,2733,7715
1952,12754,1736,6994
1778,11635,2303,22197
1668,34610,1909,23890
1832,38137,1673,23766
1819,12207,1677,25398
1683,25348,2148,26526
1845,42278,1743,6620
1976,12077,2452,7513
1699,11717,2667,25145
1874,11992,1710,23674
1751,12677,2029,25595
1945,14906,2031,7445
1671,38552,1850,23292
1888,12383,1610,31057
1530,12261,1919,34290
1600,13094,1829,27515
1903,11285,1550,24900
1852,12888,1857,26032
1878,11848,1525,26088
1700,11477,1681,24375
1997,12304,2556,35307
1793,28444,1799,22941
1859,30604,1765,26346
2121,13345,1693,25482
1663,11859,1788,22651
1972,12091,2159,25033
1667,11490,2656,26218
1825,36890,1730,24645
2023,11667,1841,7390
1569,12081,1556,22974
1819,11795,1683,21807
1677,12454,1578,37411
1731,11460,1918,22792
2330,12232,1852,33214
1505,15419,1952,8205
1712,12657,2274,7536
2134,14788,1854,21852
1787,14819,2084,28676
1958,40708,2111,21806
1894,12078,1868,29486
2028,13967,2016,27448
1714,40276,1850,24971
1940,12709,1676,28572
2077,12953,1972,8746
2287,12068,1683,26104
1808,12066,1793,31244
1701,11370,2229,7402
1844,40317,1642,19624
1915,11593,1995,23378
1720,11001,1819,20908
1767,13630,1812,8150
2070,16159,2017,6655
1904,11861,2086,23505
1733,12974,1963,10387
1808,12099,1615,36110
1760,12131,1895,7670
1753,12023,1924,21284
1733,11872,1797,7616
2112,33757,2119,25541
1947,12394,2096,36373
1664,33255,1722,22795
1825,12969,1621,18878
2289,10302,2279,17180
1905,11693,2108,25008
1892,12205,2025,8024
1687,12447,1658,7304
1672,12454,1690,28553
1958,13102,1763,25294
2032,12856,2025,33398
1865,40383,1796,17951
1819,12168,1944,8060
1707,11705,2350,20189
2154,38842,1798,24512
1817,11827,1997,31028
1759,12315,1897,23516
1859,11961,1989,7570
1788,42672,1789,25418
1773,34434,2205,22549
1628,12729,1899,23079
1793,38261,1979,10738
2006,25841,2099,6445
2116,39100,1905,18775
1773,32291,1682,24122
1717,13232,1762,16242
1729,40072,2062,20434
1702,11889,1531,8092
1697,12640,2109,37296
1899,14575,2123,7807
2202,12348,2035,6388
1887,38183,1740,25448
1813,12523,1716,20745
2069,11853,2280,7228
1697,12672,2458,6495
1655,11599,1551,24968
2176,12330,1616,7070
2275,12293,1956,25525
1832,11959,1786,28920
1966,32638,1805,6663
1712,16868,1728,6621
1746,36580,1994,24584
2010,36023,2545,21151
1769,11853,1839,7418
1627,11926,2128,26275
1901,38457,1739,20900
2239,14672,1758,25924
1604,11285,1800,20519
1799,41263,2021,6567
2029,13225,1706,7318
2240,11817,2157,6826
1628,12029,1794,22339
1792,11901,1767,6803
2316,11762,1614,34940
1647,14171,2252,27618
1878,36511,1687,23526
2361,12444,1875,6905
1647,12147,1792,25971
1691,13068,1772,7131
1736,43244,2180,7077
1642,13681,1819,8331
1761,12723,1915,26435
1807,11729,1989,32873
1983,12042,1939,25693
2304,14773,1812,27822
1676,12177,1741,27204
2057,11665,1476,26874
1781,12490,1629,31517
2003,12448,1782,26474
1976,12992,1542,26118
1887,11576,2053,27672
1856,11371,1983,22882
1680,12016,1899,32944
2473,13188,1854,23754
1815,11667,2105,23417
1738,11744,1790,21366
1782,15646,1795,22976
1770,30499,1775,7202
1631,41415,1908,6379
1638,12614,1841,20241
1759,13209,1670,7811
1875,12054,2545,7900
1917,11209,1852,27051
1690,12007,1895,29319
1750,39322,2115,22808
1695,11758,1603,7452
2073,13640,1809,27714
1755,11553,1744,22750
1751,12323,2219,24830
1763,12043,1850,26281
2104,40413,2284,7394
1932,11920,1803,24328
1790,11870,1871,26308
2002,11986,1956,6659
2019,11664,2053,6638
1335,12129,1608,7077
1664,11776,1664,26075
1620,30044,1933,22154
1722,11518,1696,27947
1663,12381,2404,25135
2040,12188,1612,27855
1983,26062,1839,21789
2120,11691,2022,31435
2360,21409,1926,7953
1735,12120,1801,20699
1876,11598,1601,7331
1649,14521,1456,17650
1626,11408,2157,7950
2005,10878,1976,26332
1749,11462,2183,7356
1763,11329,1922,27188
2207,12697,2535,7137
1832,29283,1760,19729
2136,11824,2533,22195
1940,11730,2291,28923
2094,11096,1606,26735
1869,39107,1861,7042
1858,38747,1982,6533
1651,12183,1998,23611
1824,36739,1890,6873
1879,40950,1977,26984
2175,26695,1933,8047
1727,11796,1857,25753
1903,34237,1868,22586
1656,38972,1996,20267
1795,40468,1757,26432
1904,12062,2280,26097
2151,14127,1934,7327
2520,12569,1744,32636
1913,11767,1843,21073
1641,12886,1973,24051
2265,12011,1918,27435
1613,13284,2051,21373
1902,40758,2472,23473
1715,37898,2474,25144
1707,11589,1919,27988
1793,11879,1795,27009
1725,12686,2101,25902
1873,12969,1930,7904
1842,11667,2057,26796
1783,12792,1745,7392
1854,40382,2235,7797
2263,41568,1609,6631
2505,12581,1909,25719
1772,30508,1641,19967
1797,12014,1714,27096
1642,13562,1965,24403
1750,11811,1991,25219
1735,12858,2428,7130
1811,11450,1746,6609
1644,12332,1766,22655
1847,12511,1787,36660
2152,12752,1818,7160
1933,11258,1950,7639
1708,11943,1952,33657
1785,43401,1948,7484
1969,12520,1674,34307
1734,12002,1933,23930
1783,11398,2035,28260
1847,12442,2262,25275
1985,12163,2105,28239
1699,12494,2023,20069
1933,34358,1641,6231
1715,39307,1691,22906
1654,12919,2084,27466
1985,10638,1818,21871
1948,13273,1695,7512
1843,11371,1813,26757
1929,12128,2363,23678
1713,12017,1987,27046
1874,12978,1961,7105
1776,12173,1721,25182
1743,37231,2244,18763
1844,41111,1861,25283
1960,38041,1894,17522
1913,12328,2096,24456
1800,12678,1568,7358
1931,11506,1806,25961
1756,12704,1881,20891
1936,11320,1786,24158
1731,12135,1924,6603
2465,30732,2251,20004
1719,12492,1749,22214
1642,12595,1723,7352
1911,32753,1690,22861
1840,10649,1709,22873
1743,12779,1722,7259
2289,12193,2153,7154
1886,13225,1815,24352
1815,14906,1854,24095
1913,13661,1708,32656
1776,12256,1825,25435
1777,11456,1928,32249
1767,13825,1771,7165
1971,11905,1668,28172
1883,10956,2226,25241
1738,12154,1774,25018
1891,38677,2037,27749
1794,12649,2063,6962
1873,14353,2034,23638
1714,41870,1953,29704
2076,13560,2268,27779
2509,11515,2028,27917
2345,12008,1903,7809
1858,11867,2164,14457
1726,11491,1810,25013
2276,12346,2229,7469
1706,41901,1775,7440
1802,13114,1539,19566
1645,12857,2168,26937
1913,12037,1634,7316
1769,11598,1813,23455
1787,13116,2440,21256
1792,10336,2583,23484
2383,11444,2003,23492
1785,12785,1901,7024
2370,12715,1770,6506
1692,12529,1953,22909
1873,11601,1776,27411
1646,12253,1941,21076
1718,11558,1748,24950
1798,42156,1789,25212
2345,11798,1705,26488
1606,11993,1686,24983
1981,15226,1737,7193
1904,11543,2332,32995
1695,12404,1761,7240
1860,11930,1386,24932
2026,39379,1654,22212
1806,13013,1537,22316
1879,39898,1926,28013
1844,12381,2203,22445
1735,39489,1802,9961
1711,12598,1925,7687
1731,12411,2013,19132
1924,35308,1910,7021
1885,13692,1921,23010
1787,34331,1827,23435
2128,12058,1811,25806
1844,40013,1997,23181
1864,11129,1927,7442
1755,33690,2322,21261
1861,13220,1830,19982
13947,11378,1733,21441
1906,11270,2116,26160
2039,12191,1954,20916
1744,38153,1633,22820
1551,14634,1907,30304
2348,11068,1979,22033
1669,12236,2101,23122
1904,10922,2097,8043
1821,12476,1767,23988
1916,36313,1991,24633
2054,41415,2181,6887
2102,11612,2042,16500
2007,12057,1725,27376
2097,12008,2092,7180
1858,13231,1795,25890
1556,12561,1908,21139
1642,12587,1986,6358
1834,12507,1779,7121
1701,12266,1930,24558
1773,39328,2250,7350
1762,41654,2134,26033
1877,11799,1846,7943
1774,12946,1784,31468
1989,11602,1730,7638
1842,11908,1782,20779
1759,11653,1626,21167
1960,12874,1883,23624
1739,12995,1666,28309
1806,12269,1845,27705
2791,12800,1677,7674
1816,38139,1942,6340
1803,12525,1695,21975
1898,38480,2015,19707
1816,11620,1755,7374
1775,12249,1838,27932
2015,11908,1576,23108
1770,12368,1770,23953
1904,40252,1991,21333
1689,11033,1716,25136
2180,13435,2269,29114
1773,12543,1916,19026
1850,12835,1880,7360
1824,41469,1885,26848
1791,12821,2058,20281
2482,13469,2626,27641
2018,11547,2136,7232
1812,12331,1863,7628
1620,13626,2508,8068
2041,31936,1855,7459
1959,12164,2116,28421
1913,11985,2032,7505
2202,37547,2299,23783
1751,11919,2093,24620
1926,12340,1829,7288
2097,11177,2214,19981
1899,11290,1961,25516
1893,12638,1889,39552
1836,32223,2055,20259
2061,11583,1985,24871
1805,15042,1840,8055
1717,13374,1889,24475
1826,28947,1829,36573
1724,40041,1680,22699
1831,11817,1960,7815
1884,12475,1983,7137
1676,12628,1958,33659
1725,12251,1822,18150
1858,12051,2067,25258
2164,12272,1730,27546
2130,11982,1803,11807
1690,13050,1682,8580
1689,36139,2017,7356
2304,12473,1434,21139
2263,11352,1916,23898
1958,12417,1801,27134
1807,13113,2288,25573
1625,12115,1912,7741
1815,12193,1835,30928
1947,11297,2035,26300
1817,41536,1713,6726
1768,36396,1723,20229
1962,11753,2225,7290
1766,12081,1840,24105
1797,19930,1738,28517
2380,12744,1835,16551
2077,12446,1798,37478
2012,11549,1785,7674
1882,33587,1720,24650
2230,11434,1705,24644
2776,13781,1729,27891
1908,11163,2152,24161
1703,13090,2150,8098
1898,40918,1729,6547
2535,14278,1998,7630
1752,37816,2198,7324
1813,13848,1739,26235
1717,11704,2159,25971
1741,12116,2373,6716
1702,11742,1828,27198
1998,11171,1885,19146
1997,12625,2020,24012
1732,11187,1844,28126
1733,36848,1607,21199
1713,12329,1726,27426
1920,13918,1817,26395
1735,13080,2015,7351
1790,11994,2113,7344
1550,37701,2067,23638
2196,13293,1771,25630
1813,11752,1887,7540
1810,13250,1859,27871
1820,32580,2381,24310
1763,11313,1658,30171
1921,13346,2360,22559
2186,39308,1749,7098
2162,41428,1961,26896
1971,12044,2291,7803
1873,11552,1754,35514
1870,12295,1845,33013
2331,12724,1741,7587
2177,25259,1914,25850
1757,30811,1836,16727
1850,11687,1871,26571
1607,11656,1855,22135
2657,12972,1825,7330
1914,27960,2417,7443
1722,11496,1688,25949
1926,11441,2486,24137
1636,12734,1556,33866
1727,12673,1821,25262
2059,13915,1798,27020
1764,11656,2102,18743
1750,12740,1916,7743
2205,11914,1686,7643
1827,12034,1872,23444
1845,26277,1905,7864
1809,11988,2016,24564
2322,12442,1900,32217
1629,12698,1860,18678
1728,11522,1591,7760
1828,11522,1880,7466
2020,11734,1953,26354
1760,25174,2129,16658
1794,39182,1904,27022
1698,42594,1788,7207
2061,13913,1831,19857
2174,35497,1784,25289
1758,12251,2486,27709
1737,11658,1816,24350
1733,12680,2125,24747
1991,35768,1933,19271
1782,11966,2105,8373
1780,12281,1936,7427
2066,11881,1924,8127
1866,12959,2282,23857
1772,12009,2108,37406
1632,11426,1796,23213
1839,12640,1610,6535
2542,11139,1816,25421
1874,12171,1873,22672
1904,11342,1874,23594
1727,13326,2135,7483
1883,30661,2075,23878
2422,30379,1996,7736
1963,11278,2012,25284
1687,12978,2503,23206
1660,11628,2203,29370
1919,13561,1917,29260
1673,37931,2372,23294
1741,11086,1732,22167
1658,12376,2249,33221
1772,11449,1772,35649
1874,12057,1656,25010
1803,11134,1934,25508
1705,12419,1874,7093
1652,11904,2218,27608
1899,37937,2405,23798
1785,11934,1718,27746
1807,32688,1810,6962
1763,11827,1495,22856
27018,12741,1692,7414
2196,12408,1637,24609
1900,11960,2000,7472
1706,11716,2312,25689
2027,10996,2602,24589
1680,14250,1698,31221
1881,30599,1878,26156
1572,12121,1938,24104
2202,11491,2035,21667
2086,12469,1834,7385
26815,12745,2177,21458
1956,13029,2068,7251
1813,11396,2012,27110
1950,12582,2148,22197
2136,12325,2142,7092
1599,14645,1790,7222
1933,11349,2353,22534
1875,38768,1878,24943
1887,12805,2294,7365
2253,15176,1645,8062
1654,14262,1912,23245
1929,14298,2012,28064
1659,12816,1894,32929
2029,12119,2203,23239
1687,12338,2015,7491
1961,11717,1942,22589
2180,24435,1843,23283
1890,11522,1870,21045
2845,14134,1838,26072
1923,11389,2094,25044
1686,11924,1761,7276
1649,11643,1710,20042
1909,12105,1958,6495
1749,11894,2010,25122
1673,12722,2401,26819
1792,11458,1810,27229
2119,38092,1993,23378
1724,12189,1708,31835
1669,11529,1999,26087
2301,12672,1783,7631
1729,12287,1883,24578
1609,11876,1862,23728
1633,11782,1757,28553
1980,11441,2266,26387
2091,12412,1941,25618
2425,12788,1765,6899
2539,11754,2541,24713
1773,39721,2474,24507
1678,10783,1609,19951
2041,13314,1802,6583
2179,12244,2038,36321
1941,12058,1852,36061
2375,37827,1768,25789
2228,12373,2335,7705
1853,11693,2275,19397
1778,16165,1863,7637
1891,15807,1699,7035
1726,12269,1879,7202
1632,12766,1950,7223
1619,40769,1942,23361
1755,12094,1874,27842
1886,12062,1957,25110
2221,12961,1924,7484
2362,11881,2473,18472
2035,12559,2165,31206
2011,11154,1634,24897
2394,12682,2431,7314
1716,12998,1870,34459
1627,11490,2053,22798
2091,17902,1720,13471
1960,25072,26489,25571
1957,11588,2347,7703
2215,28913,1946,25273
2127,33534,2009,28316
2127,13055,2038,7031
1852,11787,1779,24668
1876,11973,1808,28091
1441,12606,2386,24766
1857,37714,1905,28457
1955,13284,3080,20667
1905,39934,1957,7027
1606,11265,1681,26484
1762,12010,1863,26280
1578,12861,1682,28479
2039,12944,1751,23409
1731,11330,1998,7809
1790,11257,1661,24670
1805,39606,1782,24134
1686,11583,2177,34252
1851,38912,1734,7300
1820,11606,1901,24672
1865,36950,2610,24465
1762,12471,2060,23321
1679,12816,2091,36628
2214,11503,2279,7167
1846,11955,2086,25406
2661,35662,1597,20156
2270,10990,1910,19371
1770,13103,2002,24732
1806,11955,1823,24701
1843,12176,1867,31053
1816,11505,1805,25179
2014,12494,1635,7613
1794,13429,1642,29146
1821,36514,1729,27066
1771,35117,2068,23695
1748,13585,2031,7463
1834,11201,2313,24958
1812,16748,1903,23718
2349,11290,2159,32027
2125,30736,1760,20651
1683,29403,1724,27589
1971,11775,1864,22822
1949,11734,2251,20278
1908,11637,1985,7422
1576,11941,1768,29456
1795,12231,1844,27973
2135,11228,1626,26706
1711,12623,1521,31635
1683,11596,1770,7447
1601,36954,1939,20543
1679,42290,1794,6833
2137,13650,1972,32910
1749,13138,1646,25791
2125,12296,2556,25708
1760,41044,1822,7240
1762,24446,1792,19513
1806,27214,1786,24574
1902,12535,2072,7361
1878,40232,2508,27864
2231,13060,2023,35008
1984,12706,1979,7346
1923,12349,2453,19460
1843,12204,2476,25265
1863,12321,2103,7764
1720,10772,1866,26303
1877,12610,2001,30384
2217,11886,2306,27722
1852,36608,1649,20090
2034,12560,1599,7383
1953,12551,1855,6942
1765,12852,2330,7300
1712,12727,1736,27192
1800,11904,1630,22743
1388,12188,2019,7592
1657,12284,1332,31958
1715,12200,2464,31122
1760,27175,2524,20309
1757,35211,1804,26028
1885,10736,1983,27352
2394,12207,1615,27591
1774,35928,2160,7064
2030,11741,2061,29822
2302,24149,2008,20617
1627,16889,1681,7222
1802,12494,2587,26152
1863,12058,1651,7359
2270,40018,1860,25013
2321,37937,2087,22897
2088,11558,1768,9313
2074,12269,1938,36104
1622,41082,1582,22103
1764,12204,1854,7162
2129,12360,1722,7084
2431,12041,1692,17437
1781,12325,2049,25759
1820,11287,2438,29082
1737,29333,2759,7426
1696,12234,1970,32079
2062,40286,1717,7682
1906,11385,1911,25325
1615,13111,2031,6942
1781,11903,1698,25850
1536,11892,2027,32123
1780,12074,2059,26502
1738,13060,1692,30662
1758,12058,1796,24063
1855,12561,2034,19010
1775,11222,1775,25671
2255,12450,1888,28778
2657,39998,2103,7675
1362,11359,1745,28436
1838,14710,2576,26684
1748,11519,2185,25976
1868,11477,1783,26761
1788,39759,1954,22306
1828,13255,2415,34605
1856,11906,1886,26048
1777,15706,2207,23667
2188,34037,1771,22262
1761,12960,2165,7647
1695,11528,1903,25636
2010,11724,1851,22212
1753,36474,1945,6841
2530,12945,1984,7241
1781,13874,2244,18637
1931,11323,1981,26008
1954,12347,1715,35402
2189,12314,1586,31454
1704,12283,1959,24840
1578,11758,2070,32043
1842,12060,2131,6414
1745,36078,2504,6739
2019,12732,1954,7398
1618,40910,2528,7640
1807,12266,2319,30396
1781,11953,1910,24300
1811,38762,1553,6299
1938,17533,2009,7070
1868,37543,2096,22658
1895,12259,1631,22345
1779,11718,1832,27471
2033,12085,1860,26842
1570,11815,1771,22810
1925,28723,1688,7369
1649,11676,1935,7719
1738,10579,1730,16839
1993,31340,1774,26070
1775,12501,2003,23335
1693,12814,2041,21583
1687,13844,2066,23734
1817,40707,2015,7248
1644,39709,1812,6704
1692,11491,1725,23891
2173,12020,1810,23219
1630,12231,1707,31265
2009,11677,1884,7324
1765,36380,2065,6886
2003,11206,1816,22233
1574,27622,2075,21830
1858,11464,1925,30255
1776,34277,2010,24213
1853,12062,1967,23516
1673,11997,2262,20333
1850,40011,1727,22653
2530,36151,1769,10816
1869,25731,1733,22281
1733,12974,1756,7156
1824,10438,1667,26576
1999,13042,1745,24373
1934,11784,1958,25155
1812,13768,2118,7401
1971,33237,2064,7201
2456,32176,1787,21070
1829,12704,1904,24096
1739,11261,2006,22352
1572,11207,1762,23809
1637,12397,1888,32360
1865,12534,2355,7519
2116,12555,2054,7064
1627,14113,1654,8021
1749,39897,1928,24540
1862,11713,1883,27999
1996,13021,2420,24376
1685,34001,2462,22825
1568,14225,1653,17894
2398,14347,1857,8021
1956,12414,1682,31826
1634,38200,2322,24065
1687,11870,1986,7509
1820,11504,1741,19483
1906,35516,2954,22492
1944,11796,2081,7207
1830,12055,2146,7424
1751,11883,1961,22569
2150,12465,1865,7565
1867,13110,1655,7003
1771,12105,2381,7512
1682,14871,2380,6710
2631,12612,2108,32731
1858,11646,1815,7509
1751,12846,1783,21381
2321,12396,1801,12231
1866,12075,1673,27342
1989,11219,1848,23642
2173,33594,1764,6443
1607,13174,1840,27258
1982,12823,1858,23810
1861,12216,2057,28178
2036,11509,1808,7742
1855,13663,1789,7787
2106,11843,1992,7597
2058,11557,1900,26901
1938,12422,1919,7099
1814,11986,1829,24358
1863,40964,2107,25293
1944,12502,2349,36410
1857,12314,2055,22271
1879,14884,2114,26284
1599,13128,1769,6958
1768,13237,1653,26369
1844,12470,1562,27659
1835,14840,1926,26020
2128,11300,2014,7398
1954,12629,2058,7197
1731,12384,1852,22829
1790,11880,2476,7854
1922,12099,1937,34529
2006,35143,1881,6539
1972,12796,2052,7120
1167,14483,2044,7926
1784,12166,2281,24786
1776,12202,1774,33180
2137,31882,2086,21164
1711,11886,2015,18830
1939,35876,2297,23371
1668,30774,1999,28181
1913,10682,1807,24568
1828,12214,2317,7442
2071,38732,2333,27034
1706,12571,1854,22108
1535,12629,1832,18781
1839,12990,2130,23818
1828,34582,1895,21676
2458,12599,2058,32339
1515,11776,1950,31251
2061,12459,2048,26058
1824,11263,2311,6936
1773,12364,1764,33059
1725,12216,2113,25252
2414,13205,1885,24014
1961,39009,1786,13968
1601,12154,1726,20671
1932,39201,2075,7462
2085,32575,1708,22932
1999,11715,2334,27086
2422,11583,1850,7251
2167,13427,1706,7613
1806,11983,1758,24369
1683,11610,2436,23076
1874,11077,1908,24824
1824,38624,1737,28438
1946,11453,1671,27677
1712,12431,1912,7317
1802,11381,1858,28440
1860,12014,2187,33113
2324,12492,2146,7307
1646,12329,1908,6420
1800,13116,2058,24433
1987,12862,1998,22780
1884,10643,1932,23141
1637,11451,2019,25204
1687,13186,1898,25716
1874,31443,1759,23172
1949,12604,1833,24268
2389,18747,1974,25189
1957,11636,1943,20259
1722,36553,1868,5863
1912,10580,1828,21969
1799,12258,1606,7517
1880,12113,1926,24096
1866,12638,1992,7153
1795,32856,2128,25140
1708,11731,2444,25964
1722,30401,1880,7955
1964,11985,1610,23711
1911,11672,1594,31881
2208,11039,2052,25321
1789,28321,2073,22912
2276,12294,1900,33386
1937,12199,1700,7459
1832,37620,1764,24717
1996,12827,1862,6982
1821,38821,2373,25268
2156,11585,1823,24781
1633,11254,1612,24777
1671,12328,1711,32234
1918,11806,1794,27117
2192,13708,1576,8384
1717,32144,1741,8044
1686,12072,1740,7513
1945,39773,2149,6873
1877,12691,2053,8439
1999,12701,1871,7945
2300,33822,1656,7615
2035,13743,2121,23166
1876,11349,2438,21663
1753,11947,1948,28336
1796,13882,1776,22696
1661,12226,1814,27109
1842,12558,1879,22412
2251,11237,1584,24442
1946,12892,2099,7076
1825,40292,2020,24171
2382,13837,1875,25136
1953,12066,1986,8596
1805,40653,1803,21315
2148,12628,1819,28023
1689,11651,2585,22570
2053,12575,1863,21919
1561,11733,2246,25297
1791,12723,2720,7278
1557,40129,2035,7205
1860,12032,1681,28385
1967,13034,1795,20917
1951,11306,1862,7466
2048,40420,1899,16896
2022,34243,1835,22033
1813,11954,1888,6742
1670,12557,1963,21793
2108,11859,1781,24771
2032,12804,1817,23307
1759,12939,1865,7199
1771,36284,1991,7401
2115,11496,1867,25283
1711,12664,1722,21416
1940,39299,1699,18945
1893,41263,2910,25005
1693,11957,1795,21869
1822,36354,2524,23365
2300,33070,1674,23491
1942,12573,2269,7911
2000,11933,1817,7059
1750,11524,1961,21519
1866,44435,2281,25574
1854,12408,1610,7463
1855,12296,1778,7062
2348,11179,1839,23266
2327,13244,1686,7166
1893,11645,2011,6730
2014,12137,1895,21601
1874,11188,1486,16756
1743,11997,2132,6646
1929,27138,2088,21120
1907,34940,2459,21794
1706,11562,1760,27400
2303,13508,1620,22754
1953,12007,1956,7787
2284,13004,1929,29246
1749,39675,1930,7017
2345,12621,2009,23229
1949,12083,1440,6691
1833,12674,2157,6506
1795,11701,2685,22609
2019,12179,2259,36089
1763,14600,2524,7876
1804,12615,1672,7080
2178,11963,1837,22420
2035,11151,1857,26897
1751,12407,1891,23654
1615,11781,2085,7596
2390,40354,1994,7113
1965,11647,1823,23187
1733,12662,2103,25276
1802,13173,2440,6971
2400,12335,2279,19617
2048,11962,2511,26820
1841,11854,2329,35255
1722,10997,1899,26571
1882,12766,2040,34639
1706,11772,1870,25474
1864,38393,1942,7133
1822,39538,1658,25008
1901,12024,2346,21212
1965,11965,1760,7087
1885,12017,2073,29830
1663,12243,1777,21805
1941,11473,1883,27193
1939,11233,1509,23424
1855,12378,2169,33148
2141,10710,1715,21996
1906,12382,1779,24430
1752,10611,1852,27593
1919,13281,2452,32765
1806,11055,2180,15754
2064,39119,1810,7571
2119,12298,1724,7675
1796,14575,2099,20125
1829,40024,1767,6471
1868,12158,1906,26105
1668,12054,2412,24897
1566,11481,1863,24228
1815,11490,2167,27323
1818,16125,1775,24586
1758,13399,2155,35273
1826,31045,1856,7792
1738,11821,1932,25022
1565,13364,2153,27161
1688,11930,1799,29782
1743,12182,2326,26483
1729,12525,2048,7248
1629,12109,1824,6424
1569,18657,2069,23341
1596,12352,2518,32536
1748,12041,2219,7342
1698,12519,1852,16509
1775,12140,1863,23224
1746,34657,1871,20254
2087,37108,1949,20754
1927,12181,1886,34787
1415,12168,2123,33830
1954,11954,1852,24562
1876,11644,2102,25852
1749,38211,1802,6736
2260,14992,2030,24764
1877,14207,1774,36028
2513,13109,1995,28062
1800,11848,1905,25017
1748,12231,1965,23556
1705,11213,1822,27039
1820,11516,1758,22208
1967,12009,1972,7406
1747,12797,2069,8156
1886,12893,1823,7541
2162,12054,1670,29478
1832,34290,1661,23849
1920,31098,1726,6800
1864,13116,2647,23825
1802,11936,2043,30882
1909,12611,1828,18452
1796,12109,1947,24013
1976,12081,1856,21608
1720,10612,1920,26059
1671,12469,1710,7003
1912,11562,1772,7710
2164,11423,1909,23641
1710,12727,2113,22939
1846,13335,2250,20090
1689,12189,1891,27171
2051,12082,1801,7707
1852,12545,2008,7370
1901,10786,2181,22540
1910,11919,2699,11230
1760,35403,1812,25454
1517,38553,2475,20078
1721,11362,1849,24252
2089,39102,2581,23383
1814,34065,1869,6803
1906,31071,1993,23537
1802,11191,1685,25026
2254,35333,1844,23280
1691,12744,1832,6774
1781,15019,1948,28846
2120,11999,1854,33746
1692,12151,2158,7426
1760,13300,1897,7737
1627,13974,1913,24029
1853,12922,2057,7773
1929,11418,2505,23607
1763,14352,1805,7165
1609,33158,2579,7169
1682,13608,1697,8108
1790,12058,1758,7453
2053,12462,1845,23837
1777,14696,1945,8182
1770,13038,1885,32783
2115,11850,1734,23290
1844,11746,1572,24440
1668,40981,2157,25610
2336,11646,1796,24941
2220,11954,2187,7676
1899,10932,1717,26011
1749,36390,1732,22570
1885,13251,2090,8280
2040,14434,1824,8168
1902,11460,1853,7841
1838,12711,1941,7580
1841,11690,1751,25319
1813,15638,1705,29341
1601,13447,1984,25942
1615,39526,2141,20152
1802,12391,1709,25014
2574,12436,2393,23190
1761,11944,2125,28428
1655,11713,1894,37207
1716,11592,1904,24859
1643,14704,1846,8018
1894,14469,2534,8034
1698,32197,1870,21163
1733,12416,1951,22022
1960,11928,1958,11484
1796,12096,1862,25303
2246,12413,2142,6322
1749,12405,1855,31762
